t, E, sx, sy, vx, vy, ax, ay, ts
0.1880002, 1.05763328E8, 500.0, 513.51544, 0.0, -10239.134,0.0, 130823.41, 0.001
0.1890002, 1.0069316E8, 500.0, 503.37604, 0.0, -10031.266,0.0, 182432.6, 0.001
0.19010021, 1.04411704E8, 500.0, 492.2921, 0.0, -10202.809,0.0, 233129.61, 0.0011000001
0.19120021, 1.10073056E8, 500.0, 480.95248, 0.0, -10404.321,0.0, -211450.78, 0.0011000001
0.19230022, 1.15835776E8, 500.0, 469.42566, 0.0, -10542.921,0.0, -154752.62, 0.0011000001
0.19340022, 1.21657216E8, 500.0, 457.78143, 0.0, -10617.768,0.0, -97118.49, 0.0011000001
0.19450022, 1.2750212E8, 500.0, 446.09012, 0.0, -10628.408,0.0, -38897.363, 0.0011000001
0.19560023, 1.33335256E8, 500.0, 434.4225, 0.0, -10574.78,0.0, 19559.209, 0.0011000001
0.19670023, 1.3912128E8, 500.0, 422.84906, 0.0, -10457.207,0.0, 77897.375, 0.0011000001
0.19780023, 1.4482528E8, 500.0, 411.43988, 0.0, -10276.4,0.0, 135764.5, 0.0011000001
0.19890024, 1.50412688E8, 500.0, 400.26385, 0.0, -10033.452,0.0, 192810.39, 0.0011000001
0.20000024, 1.55849824E8, 500.0, 389.38855, 0.0, -9729.832,0.0, 248690.52, 0.0011000001
0.20110025, 1.61103776E8, 500.0, 378.87976, 0.0, -9367.376,0.0, 303067.06, 0.0011000001
0.20220025, 1.6614288E8, 500.0, 368.8011, 0.0, -8948.276,0.0, 355611.0, 0.0011000001
0.20330025, 1.7093648E8, 500.0, 359.21344, 0.0, -8475.067,0.0, 406004.38, 0.0011000001
0.20440026, 1.75455696E8, 500.0, 350.17474, 0.0, -7950.61,0.0, 453942.62, 0.0011000001
0.20550026, 1.7967328E8, 500.0, 341.73972, 0.0, -7378.075,0.0, 499136.1, 0.0011000001
0.20660026, 1.835636E8, 500.0, 333.95932, 0.0, -6760.926,0.0, 541311.25, 0.0011000001
0.20770027, 1.87103232E8, 500.0, 326.88065, 0.0, -6102.8936,0.0, 580213.2, 0.0011000001
0.20880027, 1.90270752E8, 500.0, 320.54648, 0.0, -5407.9575,0.0, 615606.56, 0.0011000001
0.20990027, 1.93046928E8, 500.0, 314.99512, 0.0, -4680.3193,0.0, 647277.44, 0.0011000001
0.21100028, 1.9541504E8, 500.0, 310.26013, 0.0, -3924.3794,0.0, 675034.25, 0.0011000001
0.21210028, 1.97360736E8, 500.0, 306.37015, 0.0, -3144.709,0.0, 698709.1, 0.0011000001
0.21320029, 1.98872256E8, 500.0, 303.3487, 0.0, -2346.0225,0.0, 718159.06, 0.0011000001
0.21430029, 1.99940416E8, 500.0, 301.21405, 0.0, -1533.1497,0.0, 733266.3, 0.0011000001
0.2154003, 2.005588E8, 500.0, 299.97913, 0.0, -711.0058,0.0, 743939.56, 0.0011000001
0.2165003, 2.00723632E8, 500.0, 299.6514, 0.0, 115.43762,0.0, 750114.2, 0.0011000001
0.2176003, 2.00433808E8, 500.0, 300.23285, 0.0, 941.183,0.0, 751752.8, 0.0011000001
0.2187003, 1.99691152E8, 500.0, 301.71994, 0.0, 1761.237,0.0, 748845.56, 0.0011000001
0.21980031, 1.98500144E8, 500.0, 304.10373, 0.0, 2570.6409,0.0, 741410.1, 0.0011000001
0.22090031, 1.9686792E8, 500.0, 307.36972, 0.0, 3364.4998,0.0, 729491.2, 0.0011000001
0.22200032, 1.94804464E8, 500.0, 311.4982, 0.0, 4138.014,0.0, 713161.2, 0.0011000001
0.22310032, 1.92322144E8, 500.0, 316.46417, 0.0, 4886.506,0.0, 692518.8, 0.0011000001
0.22420032, 1.8943608E8, 500.0, 322.23764, 0.0, 5605.449,0.0, 667688.94, 0.0011000001
0.22530033, 1.86163584E8, 500.0, 328.78375, 0.0, 6290.4966,0.0, 638821.6, 0.0011000001
0.22640033, 1.82524416E8, 500.0, 336.06284, 0.0, 6937.5054,0.0, 606091.06, 0.0011000001
0.22750033, 1.78540656E8, 500.0, 344.03088, 0.0, 7542.5635,0.0, 569695.6, 0.0011000001
0.22860034, 1.74236448E8, 500.0, 352.63977, 0.0, 8102.0117,0.0, 529855.4, 0.0011000001
0.22970034, 1.69637632E8, 500.0, 361.83737, 0.0, 8612.467,0.0, 486810.97, 0.0011000001
0.23080035, 1.64772272E8, 500.0, 371.56808, 0.0, 9070.844,0.0, 440822.97, 0.0011000001
0.23190035, 1.59669616E8, 500.0, 381.7731, 0.0, 9474.37,0.0, 392169.38, 0.0011000001
0.23300035, 1.54360576E8, 500.0, 392.3907, 0.0, 9820.605,0.0, 341144.3, 0.0011000001
0.23410036, 1.48877216E8, 500.0, 403.35663, 0.0, 10107.455,0.0, 288056.38, 0.0011000001
0.23520036, 1.43252736E8, 500.0, 414.60464, 0.0, 10333.186,0.0, 233226.66, 0.0011000001
0.23630036, 1.375212E8, 500.0, 426.06668, 0.0, 10496.433,0.0, 176986.58, 0.0011000001
0.23740037, 1.31717256E8, 500.0, 437.6735, 0.0, 10596.209,0.0, 119676.4, 0.0011000001
0.23850037, 1.2587592E8, 500.0, 449.35486, 0.0, 10631.91,0.0, 61642.34, 0.0011000001
0.23960038, 1.20032608E8, 500.0, 461.04013, 0.0, 10603.319,0.0, 3235.509, 0.0011000001
0.24070038, 1.14222648E8, 500.0, 472.65863, 0.0, 10510.611,0.0, -55190.85, 0.0011000001
0.24180038, 1.08481216E8, 500.0, 484.14017, 0.0, 10354.347,0.0, -113283.34, 0.0011000001
0.24290039, 1.02843E8, 500.0, 495.41525, 0.0, 10135.47,0.0, -170691.05, 0.0011000001
0.24400039, 1.06600344E8, 500.0, 506.61737, 0.0, 10313.359,0.0, -227066.47, 0.0011000001
0.2451004, 1.12325192E8, 500.0, 518.0818, 0.0, 10520.552,0.0, 216922.94, 0.0011000001
0.2462004, 1.18153192E8, 500.0, 529.73926, 0.0, 10664.126,0.0, 159600.86, 0.0011000001
0.2473004, 1.24042472E8, 500.0, 541.5192, 0.0, 10743.216,0.0, 101313.516, 0.0011000001
0.2484004, 1.29957336E8, 500.0, 553.3505, 0.0, 10757.341,0.0, 42413.67, 0.0011000001
0.24950041, 1.35862144E8, 500.0, 565.1615, 0.0, 10706.418,0.0, -16742.824, 0.0011000001
0.2506004, 1.41721104E8, 500.0, 576.88086, 0.0, 10590.754,0.0, -75797.69, 0.0011000001
0.2517004, 1.47498864E8, 500.0, 588.4377, 0.0, 10411.048,0.0, -134394.5, 0.0011000001
0.2528004, 1.5316048E8, 500.0, 599.762, 0.0, 10168.388,0.0, -192178.62, 0.0011000001
0.2539004, 1.58671664E8, 500.0, 610.7855, 0.0, 9864.24,0.0, -248800.33, 0.0011000001
0.2550004, 1.63999232E8, 500.0, 621.44147, 0.0, 9500.442,0.0, -303917.8, 0.0011000001
0.25610042, 1.6911088E8, 500.0, 631.6654, 0.0, 9079.197,0.0, -357197.53, 0.0011000001
0.25720042, 1.73975712E8, 500.0, 641.3955, 0.0, 8603.051,0.0, -408317.22, 0.0011000001
0.25830042, 1.78564368E8, 500.0, 650.57306, 0.0, 8074.8823,0.0, -456967.72, 0.0011000001
0.25940043, 1.82849088E8, 500.0, 659.1424, 0.0, 7497.8853,0.0, -502855.47, 0.0011000001
0.26050043, 1.86803904E8, 500.0, 667.05176, 0.0, 6875.5483,0.0, -545702.2, 0.0011000001
0.26160043, 1.90404944E8, 500.0, 674.2533, 0.0, 6211.6353,0.0, -585249.0, 0.0011000001
0.26270044, 1.93630384E8, 500.0, 680.7035, 0.0, 5510.161,0.0, -621256.7, 0.0011000001
